sentiment,review_body,product_category
-1,"First of all  mine arrived in a regular denim shade  not the dark wash shown. also  the style is more like a blazer  and it was huge. i am 5'2"" and ordered the petite xs but even xxs would have looked like a baggy blazer. as well  the sleeves came barely past my wrists  they are designed to cuff as the model has done? perhaps on someone taller and younger it would look edgy and chic! the quality is excellent with some nice details. this might be one to try in person  if you can.",Outerwear
-1,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,Outerwear
-1,Thought i would splurge on a tracy reese coat. i got a size small  (120  5'6) felt huge on me and i looked like a wooly mammoth. very unflattering. another reviewer also mentioned on how it flairs slightly at the bottom?.adding to the overall bad look. i had it on for about 20 seconds and put it back in the bag to return. din't have to ponder about it at all.,Outerwear
-1,"I have been looking for a fall/spring coat to wear when the weather is between 30 and 55 degrees. this ""coat"" looks great in the pictures  but so disappointing in reality. the best thing i can say is that the fabric is soft. it is unlined  so i'm not sure why you'd even wear it -- if the weather's warm enough to wear a thin  unlined jacket  why not just wear a sweater? the weight is not what i would expect at this price point. even worse  the design is terrible; my husband (who has a great eye)",Outerwear
0,I wore this coat one day and the buttons started falling off. it stretched so much. i'm going to beg my local store to take back. it shouldn't fall apart like that. it's super duper cozy though.,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,I loved this vest from the moment i saw it. sadly  though  it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos  which was ok  but i had to return it because of the size.,Outerwear
0,I was so excited for this coat when i saw it in the catalog  but disappointed when it got to stores. the faux fur pictured both here and in the catalog looked much more of a burnt red brown color than the straight up maroon that it actually is in store. i'd say it even looks a bit purple. the nice thing is that it is detachable and you can replace it with something else if you really don't like the color. i have decided to buy it anyways because the fit of the coat is lovely and simply stunning.,Outerwear
0,I tried this jacket on and it was definitely cute but a couple things to note. it's a wool acrylic blend and it was already starting to pill from being tried on in the store. also  it's unlined. i thought the price point was high given its fibers and unlined. given its hem  i wonder how much longevity the piece has and how quickly it might start to look dated too.,Outerwear
0,I'm usually a 12  or size l in retailer and when i tried this on  buttoning it up from the bottom  i was so excited...until i reached the chest. it was way too tight in the bust and i am not that big in that area - it was painfully tight on my 38d chest. it's also unlined  which makes it not very useful for anything other than the warmest times of year. it's a shame because the skirt is swishy  and a good length - many trenches are too short  or not wide enough on the bottom for a fuller figure. i,Outerwear
0,I agree with the other reviews that the sleeves can be tight even for those with slim arms. life would be great in this coat if my arms were always down by my sides. but when i lift my arms that's another story. i also agree that the material wrinkles easily. this is a high-maintenance item as far as pressing and ironing goes. it is a very pretty feminine coat but i would reconsider this only if it goes on sale.,Outerwear
1,I ordered xs/s. i usually wear medium in tops and coats. the next size up would've been too big so this cape does run large.,Outerwear
1,"Love the unique look of this coat. living in the northeast  during cold weather i wanted something warm that wasn't your run-of-the-mill wool coat. i agree with the other reviews about the somewhat ""bulky"" nature of the coat  but i'm not wearing a coat of this nature to look thin. i'm fairly thin  5'4"" 102  i know i'm not bulky  so i didn't care if the coat made me ""look heavier"" than i am  it's a winter coat  get over yourself  no one really cares how much you weigh. so  if you can get past tha",Outerwear
1,This trench coat solves my eternal problem with trench coats - which is that when i see one on a model in an ad they look effortless and casual  but then when i try one on it looks rigid and stuffy somehow. this trench coat drapes beautifully. that said  it's not the same kind of fabric as a traditional trench coat so it probably isn't water resistant. i'm fine with that  it looks amazing.,Outerwear
1,"Im normally a medium across the board for outerwear. (5'8"" and 135 lbs) this jacket looked giant from the photos so i bought a small. when i first tried it on i thought no way  it's gotta go back. it was enormous and the fit was rather awkward. i looked like the size of a house from all angles. ha! i was still in love with the color and print. as i wore it around the house it began to loose it's rigidity and form against my body in places. it is definitely a jacket you got to play around with. d",Outerwear
1,"A friend of mine has several of these jackets and i always asked ""where did you find that from?"" the answer? retailer vegan leather jackets! i bought 2 when they were on sale and i love both (grey and dark brown/purple). they are super comfy and surprisingly warm. can dress up or dress down for any occasion. i can't wait to buy more!",Outerwear
1,I have a gala to attend next weekend and can't wait to wear this beautiful cape. i'm a big fan of nanette lepore clothing and this cape does not disappoint. it is absolutely beautiful....chic and elegant.,Outerwear
1,I really love this sweater. i normally wear an 8 and bought a 12. even it is a little snug. but it really is very cute! can't wait to wear it with black leggings and boots.,Outerwear
1,Just lovely!  gift for my daughter who has two other vegan leather jackets from retailer!,Outerwear
1,I bought a 2p when i should've bought a 0p. i was swimming in the 2p. however  it didn't matter  because everything was itchy  and i'm not even allergic to wool. the beautiful buttons are oddly placed to achieve that cool design  and just like other reviewers commented  you have to twist and contort them to get them to button...which  inevitably  will lead to them popping off. and i didn't see an extra one in case that happened. the coat is stunning  there's no argument about that  and i welcome,Outerwear
-1,I really wanted to like this jump suit.  i rarely have problem with retailer clothing.  i'm 5.6  hourglass shape  usually wear size 2.  this jumpsuit runs small  but that's not the only problem.  top part (shirt piece of the jumpsuit) is too short  so it's digging into my lady part.  the color does not look anything like the picture  so overall this piece is failure.  i hope that i find something similar but fits better.,Pants
-1,"I bought this outfit online on sale - so i only paid $70  but i think if i saw it in person first  i probably wouldn't have purchased it. while the design is cute  the fabric is beyond cheap. it's not just polyester - it's like a plastic polyester. i think if you dress it up with high heels  necklace  armful of bangles  you can probably distract from the fabric.     5'5""  120lb  purchased xs and it's a little big still.",Pants
-1,I really wanted to love this  but it was just too voluminous to be flattering. i am typically a size 10 or 12 in dresses and jumpsuits  and the medium was billowing around me. also the elastic waist hit me low and bunched in an unflattering way. it had to go back.,Pants
-1,I would not recommend these pants if you have a curvy or athletic figure. these pants seem to be cut straight up and down. the fabric is not soft  the color is slightly more muted in person  and they are not as relaxed as they appear to be on the model.,Pants
-1,I loved these pants and purchased them in three colors. like another reviewer  within a few weeks  having worn them no more than a couple of times  the fabric in the crotch area started to wear thin and two pairs developed holes. i was not hard on the pants - just wore them to the office - and line dried them. so disappointing  as i really did love the pants. total waste of money.,Pants
-1,I adore the feel and cut of these culottes  but the quality has diminished my faith in retailer. picks  piles  and serious wear and tear after just one day. i feel as if i wasted my money.,Pants
-1,I'm 5 ft 7 125 lbs true size 4 and these pants made me look like i had boy parts. super disappointed!,Pants
-1,"These are horrible pants!!! they run small in the thigh and butt like other cartonnier crops. look great at first....after a few hours of wear the stretch out everywhere!!! absolutely terrible! i have several pairs of cartonnier crops that are my ""go to"" pants  but these are not worth even the sale price! i'd give them no stars if i could!! this fabric is very different from my other printed pairs. if u must try them  size down and suffer through the first few ""tight"" hours! trust me...they will",Pants
-1,This item is pretty  the print on the fabric is nice and reminiscent of embroidery  but only the top portion has a few embroidered accents. my issue with it is it's very impractical. the fabric is extremely thin  and you wouldn't want to wear it in any weather below 75 degrees. it's ridiculous to advertise this product for a fall/winter season. the tube top underneath doesn't work very hard to stay up  and isn't a very practical way to hold up the jumpsuit (why wouldnt they just stitch a lining,Pants
0,I bought these pants in white and tan. they are comfortable and fit great.however  they tend to stretch. i just got them and they are already starting to become uncomfortably loose. i still really like them but i recommend you buy a little tight so they become comfortable.,Pants
0,These pants are so adorable and fit perfectly (long enough even on my 5'10 frame) but i was forced to return because the white color is completely see through  even with nude panties. you can still clearly see them. so disappointed.,Pants
0,This would be perfect if only it were lined!!!! i have a high waist and hourglass shape so jumpers are very hard to find that fit my body type. this is a perfect fit for my body shape and when on  it looks like a lovely dress. however  it is not lined and the material is very light and ivory so you see everything. you can't wear a slip so that leaves the option of some sort of bodysuit if you don't want to show the world what you have. i am very tired of all of the light colored clothing not bei,Pants
0,I wanted to love these pants since i hate super-fitted skinny pants. but they are really oversized. i'm 125lbs and 5 foot 2. so i'm petite but not considered skinny and have well endowed thighs and legs.but the xs was way too big for me.,Pants
0,"This jumpsuit is lovely and comfortable  with gorgeous embroidered detailing  but it really needs to come in petite sizes. at 5'4"" with a pretty proportional torso to leg ratio  i found the hem length okay but the top portion way too long. for the waistband to be anywhere near my natural waist  the shoulders would have had to be taken up several inches and the armholes shortened.",Pants
0,These weren't what i expected  but i kind of really like them. they have a very high rise  and so they end up being high waisted. the fabric is stretchy so they are extremely comfortable. however  the fabric is very stretchy  and i'm not sure i can wear them to work. but they're a little fancy for the weekend. the color is more of a washed out coal than pure black. all things i can work with  but they are a little different than i imagined. they are quite long -- i'm 5'8 and will likely have to,Pants
0,"I read the other reviews before i purchased this jumpsuit because it's very cute. as another 5'3"" reviewer mentioned it will be longer so for me that's a plus but i have thighs  not huge but regular well proportioned woman thighs and boobs. it was a little tight but doable around my thighs but my boobs got ""lost in the sauce"". i gotta love it to keep it and i don't. it's a great print and fabric though.",Pants
0,Not that i don't recommend  only don't recommend if you have muscular thighs. so i tried on the small in plaid pattern (or checkered?) and not flattering on me at all. snug on the though and loose by the knee and below. also that pattern made my legs look weird  no kidding  kind of crooked... they are super comfortable and the small fit  so perhaps they run small?    i would get petite if you are usually a petite  the regular size bunched on the bottom  too long.    i am usually a 0p or 00p  or,Pants
0,"This pant is beautiful and fits great except for the waist. it is too big. i carry all my extra weight in my waist too. 5' 6 1/2""  150lbs  straight and up down figure. the waist gapped in the back almost 2 inches. otherwise this is a great pant  if you have a well developed bootie  maybe they would fit. ordered a 10 by the way. if they make it to sale  will purchase again and take to tailor. they are a well constructed lovely pant.",Pants
1,"I saw a photographer wearing this at a wedding i went to in october. i absolutely fell in love. it is beautiful. i can't wait to wear it for the holidays! i got the small petite and i am 5'2""  125 lbs. fit great. enjoy!",Pants
1,Another success! so comfortable and stylish for spring and summer. very lightweight yet not sheer. design is even more appealing in person. a must have for your closet.,Pants
1,I recommend this product if you are tall. the pants fit great but they are too long. im 5'7' and they drag on the ground.,Pants
1,"I absolutely love these pants. i got the yellow and it is a beautiful  soft color. the fabric is soft and flowing. i am 5'1""  102 lb and the 0 petite fit perfectly. some stated they are too long even in petite but i disagree. the patch pockets are darling. don't hesitate to try these pants out!",Pants
1,These pants are perfect for crisp fall weather and comfortable! i wear them with flats to dress down or heels to dress up! recommended for all shapes!,Pants
1,Very comfortable. im 5'2 so i ordered the petite and its a perfect length. no need to roll up. slightly slim fit but not overly tight. typically order everything online and didn't need to return. ordered charcoal color which is simply a faded black/dark grey.,Pants
1,"These culottes are comfortable and cool. i am a size 8-10 and am 5' 4"" tall. i ordered the medium. the hemline hits me a little bit longer than the model. also they are more of a bell shape on me rather than kind of a straight pant as shown on the model. the pockets are great!",Pants
1,Love these pants. the perfect cuffed crop pant for the summer. lightweight  cool  and comfortable. fun pocket details. i typically wear a 26 and bought a 2 in these. within a short time  they were slipping a bit low on the waist. that's my only frustration. they are a loose fitting pant but they shouldn't slip off the waist. perhaps a 0 would fit better. these weren't in my local store (an hour away)  so i ordered online. perhaps i'll try ordering another color in both the 0 and 2. i would sugge,Pants
1,Pants are professional  super comfortable and color matches loads of tops. love them.,Pants
-1,Don't be fooled by the image; unless you have a c/d chest  this romper has masses of draped fabric right around your middle--exactly where you want it least! very unflattering and rather expensive for the poor quality. back it goes!,Shorts
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.,Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
0,"Just so i'm clear  the only reason i said it runs large is b/c of the top portion  but the bottom or waist. loved this romper when i saw it online  it was however too big in the top portion. the straps are adjustable but the back is too low for a bra and it ""gaps"" too much in the front unless you are standing straight all day.    also b/c i'm 5'8  the small was just a tad too short  definitely no bending !    i'm 5'8 tall  127lbs with an average size chest #34c# i ordered a small and the bottom",Shorts
0,I can't believe how small these are. i almost wondered if the size was marked incorrectly. these are so pretty and such a shame because i love them. the rise in the crotch is also very short. very full in the legs and one is longer than the other:( the stripes don't line up in places which is also disappointing for this price!,Shorts
0,I am somewhere between a 24 and a 25 (i have narrow hips but an average waist)  so i was happy to find that these worked for me in me in a 0. i loved the blue color as an interesting neutral. they did stretch out a little with wear  but i still felt like i looked good by the end of the day. i typically really like cotton/linen blends as i can usually wear them out of the dryer if i'm going for a casual look - a few wrinkles with linen doesn't bother me. but these. oh my. when i pulled them out o,Shorts
0,This romper fits well and is flattering. i love the relaxed style. the quality is quite poor  though. one leg ripped the second time i wore it and the fabric  while soft and comfortable  is fraying and pilling like crazy. after only two brief wears  the romper looks cheap and old. i expect much better quality at this pricepoint. really disappointed.,Shorts
0,The fabric is super soft and comfortable and the look is cute  however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.,Shorts
0,I love the look and feel of these shorts - typically my issue with any sort of cotton or linen shorts these days is that they're practically made of nothing  but these are comfortable and made of decent fabric. however  they run very large. being 100 lbs and about 5'  i typically buy size 0 or xs  but these looked a bit ridiculous on me  with how big they are. i tried shrinking them in the wash  since they're 100% cotton  and that helped some  along with getting rid of the creases from shipping,Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,Wore this romper 1x and after washing  the hem on one of the shorts/legs completely unraveled. if i want to ever wear it again  i will have to bring it to a tailor to get fixed. unacceptable for a $200 product. cute design and good fit but questionable quality.,Shorts
0,I was so excited for this romper  but was disappointed after trying it on. the material felt cheap for the price  and it runs quite small. will be returning. :(,Shorts
1,Great romper i personally would not wear it for ever day - i will be wearing it for a beach cover up while on vacation. for reference i ordered a m and am 130 34b.,Shorts
1,I love this piece and have bought it for three different clients as well as myself... it runs a size larger - i am usually a 4 and the 2 fits perfectly. the skort was one size off for my clients too. definitely a great choice for spring/summer  especially if you love to dress up but lead an active lifestyle!,Shorts
1,This will be my third pair of hei hei shorts.  i was very pleased with the previous two shorts  sand city short and dobby beach comber.  all shorts have nice materials and not too tight  perfect for the summer.  i typically wear s or m depending with the material and design.  i bought size s and it fits nicely.,Shorts
1,This was my first time to try this brand and they fit so well and are super comfortable. i love the pockets also. i am 5'1  108 and i got a 2p and they fit just right.,Shorts
1,"When i opened the package i knew i was in love. the colors are vibrant-true to the photo. the fabric is delicious  soft and silky  the perfect weight for a warm summer day. these can be dressed up or down. i am 5'9"" 140lbs. i bought the medium and they fit with plenty of room.    i would highly reccomend these shorts-just gorgeous! come on summer!",Shorts
1,"The attention to detail in aligning the pattern is excellent as always with this brand.  .  i tried a size 2 and it fit fine  just above my long waist ( 5'2""  currently 33-25-37.5 with narrow hips and fuller thighs). i have several other cartonnier shorts in sizes 0 and 2  depending on my weight  and these fit similarly. i think the size 2 petite would be a bit lower but it's sold out now.  .  the only reason i passed was that the fabric has a polyester fusible interfacing so that it keeps its s",Shorts
1,This romper was cute and short but not too short. the fabric is soft and elegant.,Shorts
1,I purchased this romper over a month ago and love it! i ordered a s and would say that it is true to size. it falls well and i love the blousy look on top. it is expensive at full price  but i purchased it with a promotional discount. luckily  before i washed this (as the tag says handwash only)  i read the reviews in which some reviewers had said that they followed the directions and it still shrunk. i let it sit in my hamper until today after i read online about using dryel and rayon. dryel in,Shorts
1,I absolutely love this romper. the chambray material is super comfy and easy to wear. i ordered a size up (l )  and i'm happy i did bc it would have been a little too tight in the arm area to squeeze into and gave a little extra wiggle room in the belly area. for reference i usually wear size 8/m and i'm a 34c,Shorts
-1,Well  the model looks great and i really like interesting unusual designs as it can be really unique for very long time. i tried and when i opened package it was funny looking tent with several beautiful buttons. fits like tent  long  huge  make me look like i am on military trials and i supposed to be some sort of target.,Skirts
-1,This skirt for sure was the most disappointing thing i've ever ordered from retailer. it looks like an all white skirt that has a little stiffness to it but looks are deceiving. it has this weird checkered patten and there is no shape to the skirt at all. there are also weird stitching lines. one more thing that i didn't like about the skirt was that it's a cream-ish color. not even the cute flamingos will make me keep this skirt. it's going back.,Skirts
-1,Oh dear. the elastic waistband just ruined this skirt for me--it made it look so cheap. i assumed from the photograph that the skirt was a knit over a structured lining with a real waistband with a zip. instead  it's a sweatshirt knit with no lining and elastic. it looked cheap and hung a bit baggy from the elastic waist  making it a no-go for me.,Skirts
-1,"I would say the skirt runs two sizes too small. i usually wear a size medium and based on other reviews  i purchased a large. i could barely get the skirt over my hips. even if it fit in the waist  it was much too short on me and i'm 5'2"". it's a cute skirt but it is fit for a tween.",Skirts
-1,The color is as pictured. good quality. it's lined. the zipper in the back makes it look updated. i ordered my usual size. small petite size 6. it fit perfectly. i'm 5 feet and 120 lbs. hourglass figure. i had high hopes. i have hips and short  heavy legs. the skirt only emphasized my flaws. if you've got great legs you will do well with this. i do own other short skirts. but the fact that is less tailored in look makes it better suited for a younger gal. if you're on the fence give it a try. it,Skirts
-1,"I anticipated receiving this skirt as i love a longer pencil skirt and this looks beautiful. i opened it  tried it on  sent it back...it is well made but has too many negatives. first  it is very thick. i ordered size 6 (5'2""  140 lbs.). the size was good  but it is so thick that it adds lots of extra fluff around the waist and abdomen. it is also very stretchy and fits in an unflattering way. finally  and most importantly  it has a back and front vent and both are vented all the way up to the c",Skirts
-1,I was so excited to get this in the mail  and so disappointed when i put it on. it had a nice feel to it and fit well when i zipped it up  but i don't really know how to adequately describe what it looked like when i glanced in the mirror - lumpiness along the seams? i don't know if it was a manufacturing flaw or not  but it gave me lumpy-looking hips and then kind of clung around my mid-thigh area. returned it the next day.,Skirts
-1,This skirt looks great on  i didn't even think before buying it  planning to wear it all summer. so the aesthetic is great. quality and design  not so much. you get exactly one good wear out of it before the folding absolutely disintegrates  it is not sewn in or built to last.     then  it looks like a cheap sarong over a cheap miniskirt. i thought the dry cleaner might be able to fix it  but they said they would have to resew the whole garment  not exactly what you want to hear with almost bran,Skirts
-1,This skirt looked absolutely beautiful in store and took my breath away. i immediately headed to the fitting room to try it on  but was disappointed by the awkward ruching. if this skirt has removed that upper portion and kept a normal waistband (thereby also shortening it to knee length)  it would have been lovely. it should be noted that this is midi-length  which is awkward on me. i was unable to find a cute way to wear this which is disappointing since it could have been lovely.,Skirts
0,This skirt and top is nothing like the picture. the skirt is black not maroon. top is also black. although the skirt is nice  the image was fabulous. the side panels of the skirt are also a knit. quality is good but skirt is overpriced for what it is. would have expected suede or leather panels for the money. not sure if going to keep or not. was really looking for the maroon color instead of the black.,Skirts
0,I usually wear an 8  which wasn't available  and sized up to the 10 which fit just fine as there is no stretch and it's a set-in waist band. the fabric is pretty  the skirt is fully lined  the length is not too short  and the only thing i don't like is the big bronzey toothed zipper - it looks ok on the beige version  but on the black it stands out.    it's perfect for summer but i could also see wearing the black version during holidays.,Skirts
0,This silk skirt was not the best look for me  but may work for others. i purchased the med  which fit fine. i just wasn't in love with the print/colors. the skirt has quality material and is well made. it's very light and airy. i did return it.,Skirts
0,"Being that i am short  5'2""  this skirt flares out way too much resembling a 50's style poodle skirt. the model in photo has her arm strategically placed thus pushing back excess fabric toward the back making it look more streamline. this skirt is not for the under 5'5"". long leggy types could easily ""rock"" this.",Skirts
0,Size up i was surprised that the fit was small i always seem to wear a 6 in retailer pencil skirts this was tight!,Skirts
0,This skirt ran short  small  and boxy. if you can get the right fit  the skirt is great quality and super cute  but i recommend trying on in store for sizing.,Skirts
0,Why does the lining stop at mid thigh when the skirt is long? makes product look cheap while wearing. love the color  the fabric  and the fit  but cant get past this less than quality feature - will be returning.,Skirts
0,The material is beautiful and as others said its a bit fuller than one might think. i am returning because it's high waisted with a thick elastic waist band. not my style - i suppose it would work with a thick belt. as i said its beautiful - just not my style.,Skirts
0,It is a very pretty skirt but arrived extremely wrinkled and the waist is very fitted. overall i probably would not have purchased it if i had actually seen it in the store.,Skirts
1,I like the skirt. that said it is going to the tailor to have some of the fullness taken out. just a lot of material going on  and heavier than you might have imagined. i will wear it fall & winter with white & navy cardigans.,Skirts
1,"No lycra in this skirt says my label  ignore the website description. it's 100% cotton so no stretch.  me: 28-29"" waist and 36"" hips. the medium is a snug fit on my true waist. i love it and will be tucking in shirts / tees when i wear it. otherwise it seems true to the pictures  dark and long. the slit opens above my knees (i'm 5'6"").  the pockets are in a kind of odd position in the very front but the trick of that is they add no bulk to hips so...it's a win!",Skirts
1,This skirt is about an inch longer on me than on the model in photo (i'm 5 ft  ordered petite) but the length actually works. i have a bit of a tummy  so ordered size 4 - fits great. really love the colors - so many tops will go with this skirt  so it will be easy to vary the look.,Skirts
1,Such a fun and beautiful skirt  absolutely love the cut and the way it flows when walking ! it is very very bright in my opinion and not so much my style so i will be wearing it sparingly! got a ton of compliments the first time wearing it,Skirts
1,"I haven?t loved the look of something so much in a while as this skirt in the green motif  which i spotted in my durham store. so i ordered it in the xspetite; my usual retailer size (+/- 105 lbs.  34"" hips  26"" waist  average torso length  short legs). if you have smaller than a 26-inch waist  the waist of the xsp will probably be too big. i?d say this skirt is exactly as pictured. the fabric is a thickish  textured knit on the outside  with a thin  green  very soft jersey lining. you have to be",Skirts
1,I found this fit tts for me. i'm normally a 10/12 and took a 12. fit and length are great. the fabric felt substantial and the colors are soft.,Skirts
1,This picture doesn't do the skirt justice. i paired it with a creme colored cashmere cowlneck sweater and a silver jeweled belt. it is really pretty and flattering on.,Skirts
1,I ordered this skirt in both colors and they are just to die for. the fun fabrics make it a playful and trendy take on a timeless essential  and the fit is incredibly flattering. an added bonus: the fabric has give so it's also extremely comfortable. i hope they come out with more color options!,Skirts
1,"I bought the skirt in green in size 6 (i am 5'4"" and 143 lbs). it fit very well and was very flattering and the length was perfect. i can see myself wearing it a lot this spring and in summer.",Skirts
-1,Length too long and waist to high. these are not sized for petites.,Sleep
-1,Recently received this and was very disappointed with the quality. the fabric was very thin  easily stretched out of shape. price is ridiculous for this item!,Sleep
-1,Just recently purchased and think it's ok for the price. would never pay full on this one & that's from an retailer shopper who's purchased plenty at full price. design is cute but definitely looks like a sleep shirt esp in the lighter color  so-so on construction - the bottom seams pucker slightly  the pockets bunch up weirdly (steaming/laundering don't help) & the shoulders also hunch up oddly. could be because of the thicker fabric sewn to the knit but laundering didn't help that issue either.,Sleep
-1,A truly unwearable slip: scratchy fabric  bunchy skirt  teeny bodice. it feels like you are wearing wrapping paper--the foil kind.,Sleep
-1,This one pulled across my shoulders and neck in a creepy way. did not like the way that it fit. returned,Sleep
-1,I ordered a size large  however as a large  my chest is large as well. this nighty barley covered me (in the chest region). the rest of the body fit well.,Sleep
-1,"I ordered these in m (5'8"" 140 lbs.) and they are tts: they fit well and are neither tight nor loose. the issue that i have with them (and the reason that i sent them back) is that the material  although comfortable  is completely transparent; if i were to try to run out to get the mail in these  the whole neighborhood would essentially see me bottomless! furthermore  these are not white but off-white (and quite a yellowy off-white  at that)  so these loungers don't look as cute with the feature",Sleep
-1,Ordered the biggest size available  the large. the arms are so tight  i couldn't get it on. looked like it may have fit in the body so i don't understand why so constricting in the arms. i don't have big arms  either. fabric is thin but the color is pretty. can't recommend. i'd pass on this one.,Sleep
-1,Just not as long as in the picture. it hit me at my hips not good!,Sleep
0,This top is oversized. i normally wear large but thought an xl would be best for sleeping. it's huge. so stick with your normal size or a size down. pretty print. fabric is a bit coarse. undecided about trying a size down because i'm particular and they didn't wow me. also ordered these in the lighter color and they fit the same.,Sleep
0,I ordered a large and it was skin tight  if that's the look you're going for..,Sleep
0,Love this  but the one thing that made me buy this is that if you look at the pic  the girl has her hand in a pocket - there is no pocket!!! which makes me bring the rating down - some one else had noted that the v is deep - they are very right - be prepared to shift the shirt lots unless you wear something under....... it is- other than that i really like it,Sleep
0,Did not notice small hole and stain on the bottoms until i had the tags removed the return label shredded.,Sleep
0,If the sweater looked as it does in the picture  i would keep it. however  it was very boxy and short  a style that does not work for me at all. i'm 5 ft. 6 in. and ordered the medium. i suspect the sweater on the model may be clipped back to make it look more form fitting. unfortunately i will have to return the sweater.,Sleep
0,Very pretty  romantic,Sleep
0,This product is incredibly comfy and perfect for getting cozy however the sleeves were sort of loose and did not look cohesive with the grey. props on the draping though  that was lovely.,Sleep
0,This jacket is very cozy but i had to send it back. i think it will be great on a taller person.,Sleep
0,"I *loved* the brown color on the model  and i love the wrap style in general. however  i'm not sure if the color looks as goon on me. i first ordered my standard size small (5'7""  137 lbs 32 b)  which fit  but exchanged it for the looser fit (medium) shown in the pictures. i really like that the material is a thin  but not see through cotton. it has an extra cotton layer lining in front which is nice. the v isn't too low on me  so i don't *have* to wear a cami under. not really crazy about the s",Sleep
1,I absolutely love this product! it is so versatile and i can wear it up or dress it down. absolutely perfect paired with leggings to sit in classes all day :),Sleep
1,These pants are fun! i use them as sleep pants. i had to size up because the waist band was a little tight for comfort.,Sleep
1,Super cute  soft  and fuzzy...just like the woodland animals in the pattern. these loungers do run just slightly tight in the seat  so if you have a more developed bottom you should definitely get a size up.,Sleep
1,I bought navy in my usual size s  and the color and fit are exactly as pictured. very good quality cotton. the pocket can lay funny on the hips but a little adjustments does the trick. i wore this chemise at home and hubby noticed it (never happens)  i wore it to study in coffee shop with boots and scarf and felt comfortable  warm and stylish. great staple  well made and well priced.,Sleep
1,I absolutely love these sleepwear pants. they are lightweight  soft  good fit and quality and the design is really pretty!! a steal at this price.,Sleep
1,I have several lilka pj bottoms and i'm glad to add these ones with the adorable bird print to my collection! tts  soft flannel  striking colors  only wish they had pockets!,Sleep
